Date,Open,High,Low,Close,Adj Close,Volume
2019-08-19,29858.949219,30018.189453,29853.189453,29938.939453,29938.939453,0
2019-08-20,29892.560547,29928.960938,29708.470703,29715.750000,29715.750000,0
2019-08-21,29902.619141,30002.980469,29902.619141,29961.009766,29961.009766,0
2019-08-22,30025.250000,30101.080078,29760.390625,29936.820313,29936.820313,0
2019-08-23,29816.029297,29970.199219,29048.970703,29154.109375,29154.109375,0
2019-08-26,29154.109375,29466.320313,29154.109375,29461.439453,29461.439453,0
2019-08-27,29522.890625,29663.500000,29247.269531,29326.109375,29326.109375,0
2019-08-28,29326.109375,29549.560547,29175.279297,29523.630859,29523.630859,0
2019-08-29,29739.490234,29968.210938,29734.169922,29911.060547,29911.060547,0
2019-08-30,30060.160156,30072.419922,29785.390625,29925.349609,29925.349609,0
2019-09-03,29841.349609,29841.349609,29574.210938,29691.580078,29691.580078,0
2019-09-04,29691.580078,30023.169922,29691.580078,30014.289063,30014.289063,0
2019-09-05,30014.289063,30507.349609,30014.289063,30407.210938,30407.210938,0
2019-09-06,30407.210938,30481.900391,30360.140625,30398.679688,30398.679688,0
2019-09-09,30495.250000,30504.630859,30317.939453,30426.150391,30426.150391,0
2019-09-10,30426.150391,30468.130859,30215.720703,30467.949219,30467.949219,0
2019-09-11,30467.949219,30722.720703,30427.050781,30722.720703,30722.720703,0
2019-09-12,30722.720703,30892.189453,30694.580078,30785.630859,30785.630859,0
2019-09-13,30824.259766,30878.730469,30723.789063,30764.500000,30764.500000,0
2019-09-16,30764.500000,30764.500000,30636.140625,30717.919922,30717.919922,0
2019-09-17,30716.140625,30784.750000,30656.140625,30780.630859,30780.630859,0
2019-09-18,30767.890625,30772.089844,30480.679688,30762.580078,30762.580078,0
2019-09-19,30762.580078,30921.279297,30717.009766,30750.099609,30750.099609,0
2019-09-20,30760.849609,30842.480469,30533.919922,30609.519531,30609.519531,0
2019-09-23,30521.380859,30682.000000,30515.859375,30606.500000,30606.500000,0
2019-09-24,30698.949219,30754.310547,30219.529297,30302.320313,30302.320313,0
2019-09-25,30307.539063,30551.750000,30170.439453,30506.500000,30506.500000,0
2019-09-26,30506.500000,30513.869141,30266.359375,30394.449219,30394.449219,0
2019-09-27,30394.449219,30484.169922,30043.669922,30204.050781,30204.050781,0
2019-09-30,30204.050781,30421.580078,30204.050781,30351.919922,30351.919922,0
2019-10-01,30351.919922,30368.689453,29798.490234,29815.980469,29815.980469,0
2019-10-02,29815.980469,29815.980469,29326.669922,29461.189453,29461.189453,0
2019-10-03,29461.189453,29701.029297,29131.480469,29698.589844,29698.589844,0
2019-10-04,29698.589844,30105.359375,29698.589844,30092.890625,30092.890625,0
2019-10-07,30092.890625,30177.230469,29932.460938,29976.500000,29976.500000,0
2019-10-08,29976.500000,29976.500000,29504.089844,29504.890625,29504.890625,0
2019-10-09,29504.890625,29853.759766,29504.890625,29755.060547,29755.060547,0
2019-10-10,29757.240234,30031.160156,29738.009766,29924.419922,29924.419922,0
2019-10-11,29924.419922,30501.099609,29924.419922,30278.029297,30278.029297,0
2019-10-14,30247.279297,30281.250000,30189.310547,30225.699219,30225.699219,0
2019-10-15,30300.650391,30600.480469,30300.650391,30524.240234,30524.240234,0
2019-10-16,30524.240234,30533.710938,30406.550781,30450.929688,30450.929688,0
2019-10-17,30450.929688,30648.029297,30450.929688,30561.640625,30561.640625,0
2019-10-18,30547.660156,30566.570313,30312.230469,30432.730469,30432.730469,0
2019-10-21,30432.730469,30655.439453,30432.730469,30650.019531,30650.019531,0
2019-10-22,30650.019531,30725.660156,30536.619141,30544.800781,30544.800781,0
2019-10-23,30534.640625,30625.250000,30489.130859,30622.650391,30622.650391,0
2019-10-24,30622.650391,30749.939453,30586.070313,30699.539063,30699.539063,0
2019-10-25,30630.140625,30888.789063,30618.439453,30836.220703,30836.220703,0
2019-10-28,30926.619141,31061.259766,30926.619141,31009.269531,31009.269531,0
2019-10-29,31009.269531,31078.349609,30952.599609,30978.759766,30978.759766,0
2019-10-30,31001.429688,31092.279297,30867.140625,31062.980469,31062.980469,0
2019-10-31,31062.980469,31062.980469,30797.480469,30945.630859,30945.630859,0
2019-11-01,30945.630859,31267.210938,30945.630859,31267.179688,31267.179688,0
2019-11-04,31267.230469,31453.250000,31267.230469,31384.199219,31384.199219,0
2019-11-05,31384.199219,31458.380859,31328.050781,31351.539063,31351.539063,0
2019-11-06,31351.900391,31351.900391,31234.119141,31332.410156,31332.410156,0
2019-11-07,31332.400391,31552.099609,31332.400391,31417.259766,31417.259766,0
2019-11-08,31417.250000,31505.099609,31303.060547,31505.019531,31505.019531,0
2019-11-11,31505.000000,31505.000000,31330.330078,31447.589844,31447.589844,0
2019-11-12,31447.570313,31605.339844,31422.859375,31488.119141,31488.119141,0
2019-11-13,31488.119141,31539.039063,31347.949219,31497.259766,31497.259766,0
2019-11-14,31497.250000,31533.320313,31401.000000,31520.750000,31520.750000,0
2019-11-15,31520.810547,31752.019531,31520.810547,31751.880859,31751.880859,0
2019-11-18,31728.689453,31781.490234,31662.320313,31760.490234,31760.490234,0
2019-11-19,31760.490234,31824.779297,31685.359375,31769.099609,31769.099609,0
2019-11-20,31769.099609,31781.679688,31487.939453,31665.880859,31665.880859,0
2019-11-21,31686.419922,31693.779297,31531.580078,31607.119141,31607.119141,0
2019-11-22,31684.419922,31703.820313,31562.349609,31679.220703,31679.220703,0
2019-11-25,31764.640625,31961.539063,31764.640625,31960.199219,31960.199219,0
2019-11-26,31960.199219,32050.849609,31941.669922,32028.640625,32028.640625,0
2019-11-27,32085.910156,32171.550781,32063.529297,32167.240234,32167.240234,0
2019-11-29,32120.130859,32129.839844,32013.189453,32025.859375,32025.859375,0
2019-12-02,32044.660156,32055.320313,31705.269531,31735.419922,31735.419922,0
2019-12-03,31557.330078,31557.390625,31298.380859,31540.689453,31540.689453,0
2019-12-04,31606.070313,31796.750000,31606.070313,31727.960938,31727.960938,0
2019-12-05,31756.910156,31780.509766,31637.400391,31757.929688,31757.929688,0
2019-12-06,31890.470703,32092.210938,31890.470703,32038.980469,32038.980469,0
2019-12-09,32038.980469,32073.939453,31945.330078,31949.199219,31949.199219,0
2019-12-10,31949.199219,32015.160156,31865.000000,31921.949219,31921.949219,0
2019-12-11,31921.949219,32022.029297,31916.210938,32001.439453,32001.439453,0
2019-12-12,31996.349609,32347.619141,31965.410156,32258.869141,32258.869141,0
2019-12-13,32258.869141,32396.919922,32122.769531,32241.160156,32241.160156,0
2019-12-16,32419.490234,32551.490234,32419.490234,32479.240234,32479.240234,0
2019-12-17,32518.279297,32544.500000,32475.130859,32503.679688,32503.679688,0
2019-12-18,32538.990234,32568.400391,32496.500000,32508.330078,32508.330078,0
2019-12-19,32508.330078,32655.220703,32508.330078,32654.289063,32654.289063,0
2019-12-20,32654.289063,32847.488281,32654.289063,32811.230469,32811.230469,0
2019-12-23,32811.230469,32872.921875,32811.230469,32840.609375,32840.609375,0
2019-12-24,32840.609375,32864.398438,32809.789063,32844.539063,32844.539063,0
2019-12-26,32844.539063,33008.101563,32844.539063,33006.660156,33006.660156,0
2019-12-27,32976.820313,32976.820313,32976.820313,32976.820313,32976.820313,0
2019-12-30,32976.820313,32979.738281,32731.189453,32788.761719,32788.761719,0
2019-12-31,32788.761719,32893.468750,32691.619141,32886.738281,32886.738281,0
2020-01-02,33047.500000,33143.519531,32911.761719,33142.199219,33142.199219,0
2020-01-03,33142.199219,33142.199219,32799.160156,32943.328125,32943.328125,0
2020-01-06,32740.480469,33065.601563,32736.859375,33065.140625,33065.140625,0
2020-01-07,33065.140625,33065.140625,32931.148438,32988.519531,32988.519531,0
2020-01-08,32988.519531,33270.769531,32981.148438,33134.988281,33134.988281,0
2020-01-09,33134.988281,33347.171875,33134.988281,33333.210938,33333.210938,0
2020-01-10,33333.210938,33407.828125,33192.011719,33237.148438,33237.148438,0
2020-01-13,33237.148438,33487.089844,33237.148438,33487.089844,33487.089844,0
2020-01-14,33487.089844,33588.671875,33393.421875,33469.839844,33469.839844,0
2020-01-15,33469.839844,33640.199219,33447.839844,33534.148438,33534.148438,0
2020-01-16,33534.148438,33828.820313,33534.148438,33827.738281,33827.738281,0
2020-01-17,33827.738281,33918.320313,33826.230469,33917.378906,33917.378906,0
2020-01-21,33817.570313,33912.070313,33774.308594,33817.589844,33817.589844,0
2020-01-22,33817.589844,34000.410156,33806.980469,33828.628906,33828.628906,0
2020-01-23,33769.351563,33883.539063,33617.140625,33862.468750,33862.468750,0
2020-01-24,33862.468750,33944.480469,33390.890625,33539.558594,33539.558594,0
2020-01-27,32937.250000,33175.261719,32919.230469,33028.761719,33028.761719,0
2020-01-28,33180.289063,33447.031250,33138.441406,33357.519531,33357.519531,0
2020-01-29,33357.519531,33519.289063,33307.039063,33322.078125,33322.078125,0
2020-01-30,33098.171875,33435.910156,33010.578125,33418.148438,33418.148438,0
2020-01-31,33380.078125,33380.078125,32742.019531,32838.191406,32838.191406,0
2020-02-03,32939.101563,33272.890625,32939.101563,33099.019531,33099.019531,0
2020-02-04,33424.449219,33710.671875,33424.449219,33609.679688,33609.679688,0
2020-02-05,33866.570313,33953.441406,33732.890625,33923.800781,33923.800781,0
2020-02-06,34019.730469,34049.039063,33921.710938,34012.210938,34012.210938,0
2020-02-07,33912.519531,33958.769531,33766.339844,33827.980469,33827.980469,0
2020-02-10,33753.421875,34070.539063,33753.421875,34070.179688,34070.179688,0
2020-02-11,34227.531250,34340.730469,34118.441406,34170.949219,34170.949219,0
2020-02-12,34304.210938,34420.558594,34289.339844,34403.238281,34403.238281,0
2020-02-13,34263.839844,34474.000000,34210.890625,34369.851563,34369.851563,0
2020-02-14,34409.808594,34440.910156,34295.488281,34428.339844,34428.339844,0
2020-02-18,34333.488281,34403.289063,34205.660156,34363.171875,34363.171875,0
2020-02-19,34474.289063,34616.781250,34469.789063,34533.941406,34533.941406,0
2020-02-20,34476.980469,34587.468750,34093.378906,34434.660156,34434.660156,0
2020-02-21,34314.289063,34314.289063,33974.210938,34066.281250,34066.281250,0
2020-02-24,33256.488281,33256.488281,32806.160156,32937.519531,32937.519531,0
2020-02-25,32937.519531,33138.378906,31837.550781,31921.689453,31921.689453,0
2020-02-26,32038.550781,32431.539063,31675.099609,31741.789063,31741.789063,0
2020-02-27,31204.570313,31562.650391,30378.089844,30385.630859,30385.630859,0
2020-02-28,29805.570313,30177.730469,29146.000000,30125.070313,30125.070313,0
2020-03-02,30321.910156,31418.330078,30007.560547,31416.390625,31416.390625,0
2020-03-03,31487.810547,31887.439453,30288.960938,30571.009766,30571.009766,0
2020-03-04,30990.919922,31789.349609,30869.189453,31783.779297,31783.779297,0
2020-03-05,31258.589844,31300.189453,30472.330078,30719.900391,30719.900391,0
2020-03-06,30042.339844,30283.240234,29465.250000,30157.910156,30157.910156,0
2020-03-09,29008.900391,29008.900391,27684.029297,27774.990234,27774.990234,0
2020-03-10,28441.619141,29088.230469,27600.939453,29088.029297,29088.029297,0
2020-03-11,28516.630859,28516.630859,27262.800781,27598.910156,27598.910156,0
2020-03-12,26478.300781,26655.089844,24901.339844,24909.109375,24909.109375,0
2020-03-13,25782.410156,27142.669922,24961.550781,27142.669922,27142.669922,0
2020-03-16,25997.720703,25997.720703,23768.519531,23818.449219,23818.449219,0
2020-03-17,24200.330078,25425.949219,23554.490234,25182.900391,25182.900391,0
2020-03-18,24269.509766,24391.080078,22602.800781,23731.699219,23731.699219,0
2020-03-19,23682.390625,24577.380859,23000.300781,24064.359375,24064.359375,0
2020-03-20,24287.199219,24576.230469,22999.660156,23082.449219,23082.449219,0
2020-03-23,22988.330078,23042.960938,21955.539063,22465.140625,22465.140625,0
2020-03-24,23501.310547,24555.220703,23501.310547,24542.519531,24542.519531,0
2020-03-25,24665.660156,25839.019531,24193.880859,24878.580078,24878.580078,0
2020-03-26,24878.580078,26441.080078,24878.580078,26385.400391,26385.400391,0
2020-03-27,25666.289063,26212.890625,25266.210938,25500.570313,25500.570313,0
2020-03-30,25653.390625,26317.960938,25469.529297,26275.339844,26275.339844,0
2020-03-31,26163.589844,26431.890625,25733.820313,25899.929688,25899.929688,0
2020-04-01,25120.130859,25248.449219,24496.119141,24711.150391,24711.150391,0
2020-04-02,24583.099609,25328.720703,24558.339844,25199.640625,25199.640625,0
2020-04-03,25094.839844,25294.810547,24461.289063,24736.259766,24736.259766,0
2020-04-06,25607.460938,26647.269531,25607.460938,26532.080078,26532.080078,0
2020-04-07,27252.380859,27451.189453,26513.660156,26522.189453,26522.189453,0
2020-04-08,26799.250000,27549.820313,26582.130859,27457.050781,27457.050781,0
2020-04-09,27768.830078,28217.949219,27641.000000,27938.929688,27938.929688,0
2020-04-13,27875.509766,27875.509766,27233.439453,27647.759766,27647.759766,0
2020-04-14,28117.220703,28517.400391,28114.759766,28477.369141,28477.369141,0
2020-04-15,28031.419922,28031.419922,27615.109375,27837.820313,27837.820313,0
2020-04-16,27982.730469,28056.029297,27635.439453,27984.949219,27984.949219,0
2020-04-17,28444.890625,28806.070313,28344.070313,28760.230469,28760.230469,0
2020-04-20,28442.269531,28742.259766,28239.660156,28286.050781,28286.050781,0
2020-04-21,27907.919922,27919.509766,27317.810547,27433.699219,27433.699219,0
2020-04-22,27956.269531,28197.289063,27829.439453,28061.359375,28061.359375,0
2020-04-23,28171.689453,28550.890625,28053.919922,28096.789063,28096.789063,0
2020-04-24,28245.560547,28548.080078,28032.380859,28483.890625,28483.890625,0
2020-04-27,28660.500000,29084.859375,28660.500000,28990.130859,28990.130859,0
2020-04-28,29323.250000,29447.779297,28823.320313,28876.230469,28876.230469,0
2020-04-29,29393.720703,29871.560547,29381.949219,29719.019531,29719.019531,0
2020-04-30,29667.349609,29667.349609,29207.429688,29365.490234,29365.490234,0
2020-05-01,28914.589844,28914.589844,28383.759766,28500.609375,28500.609375,0
2020-05-04,28325.470703,28646.029297,28153.960938,28643.630859,28643.630859,0
2020-05-05,28981.439453,29231.949219,28861.919922,28909.880859,28909.880859,0
2020-05-06,29057.439453,29147.410156,28734.349609,28736.480469,28736.480469,0
2020-05-07,29028.470703,29317.750000,29028.470703,29113.759766,29113.759766,0
2020-05-08,29404.210938,29683.810547,29350.949219,29670.679688,29670.679688,0
2020-05-11,29532.009766,29824.449219,29393.669922,29667.720703,29667.720703,0
2020-05-12,29771.660156,29834.150391,29027.679688,29027.839844,29027.839844,0
2020-05-13,28985.939453,29044.400391,28191.160156,28467.410156,28467.410156,0
2020-05-14,28218.019531,28780.900391,27867.900391,28779.609375,28779.609375,0
2020-05-15,28573.300781,28941.019531,28434.160156,28934.880859,28934.880859,0
2020-05-18,28934.880859,30030.919922,28934.880859,29900.070313,29900.070313,0
2020-05-19,29835.589844,30043.869141,29595.400391,29599.650391,29599.650391,0
2020-05-20,29997.480469,30213.699219,29977.890625,30125.380859,30125.380859,0
2020-05-21,30125.380859,30209.240234,29785.660156,29925.890625,29925.890625,0
2020-05-22,29925.890625,30025.849609,29777.009766,30016.300781,30016.300781,0
