Date,Open,High,Low,Close,Adj Close,Volume
2020-05-26,30417.480469,30417.480469,30417.480469,30417.480469,30417.480469,0
2020-05-27,30417.480469,30887.310547,30133.259766,30887.279297,30887.279297,0
2020-05-28,30887.279297,31182.609375,30696.539063,30764.050781,30764.050781,0
2020-05-29,30764.050781,30969.580078,30480.210938,30927.039063,30927.039063,0
2020-06-01,30874.820313,31190.119141,30830.769531,31108.109375,31108.109375,0
2020-06-02,31223.130859,31365.939453,31059.800781,31365.939453,31365.939453,0
2020-06-03,31365.939453,31905.789063,31365.939453,31830.140625,31830.140625,0
2020-06-04,31682.509766,31888.089844,31484.320313,31714.769531,31714.769531,0
2020-06-05,32367.359375,32721.449219,32358.289063,32525.310547,32525.310547,0
2020-06-08,32525.310547,32992.269531,32525.310547,32991.738281,32991.738281,0
2020-06-09,32991.738281,32991.738281,32519.449219,32685.529297,32685.529297,0
2020-06-10,32739.769531,32816.289063,32362.970703,32465.990234,32465.990234,0
2020-06-11,32465.990234,32465.990234,30515.740234,30532.189453,30532.189453,0
2020-06-12,30532.189453,31452.080078,30344.179688,30947.189453,30947.189453,0
2020-06-15,30947.189453,31412.689453,30180.189453,31288.839844,31288.839844,0
2020-06-16,31288.839844,32172.179688,31288.839844,31871.970703,31871.970703,0
2020-06-17,31871.970703,32016.800781,31675.210938,31728.730469,31728.730469,0
2020-06-18,31728.730469,31836.720703,31550.650391,31772.509766,31772.509766,0
2020-06-19,32157.929688,32157.929688,31454.789063,31612.050781,31612.050781,0
2020-06-22,31612.050781,31850.509766,31423.369141,31821.410156,31821.410156,0
2020-06-23,32088.189453,32183.369141,31904.250000,31946.179688,31946.179688,0
2020-06-24,31946.179688,31946.179688,30892.039063,31105.619141,31105.619141,0
2020-06-25,31105.619141,31460.830078,30827.910156,31454.320313,31454.320313,0
2020-06-26,31334.289063,31345.400391,30653.439453,30683.800781,30683.800781,0
2020-06-29,30683.800781,31145.599609,30569.789063,31144.910156,31144.910156,0
2020-06-30,31144.910156,31732.949219,31089.140625,31630.509766,31630.509766,0
2020-07-01,31644.720703,31868.669922,31583.460938,31739.099609,31739.099609,0
2020-07-02,32150.279297,32260.310547,31826.300781,31876.750000,31876.750000,0
2020-07-06,31876.750000,32433.160156,31876.750000,32379.099609,32379.099609,0
2020-07-07,32379.099609,32491.199219,32068.400391,32083.880859,32083.880859,0
2020-07-08,32083.880859,32376.820313,32005.970703,32360.410156,32360.410156,0
2020-07-09,32360.410156,32465.710938,31782.779297,32170.339844,32170.339844,0
2020-07-10,32170.339844,32538.689453,32011.529297,32525.949219,32525.949219,0
2020-07-13,32809.320313,33048.019531,32092.939453,32131.820313,32131.820313,0
2020-07-14,32131.820313,32580.320313,31834.480469,32556.599609,32556.599609,0
2020-07-15,32945.328125,33015.921875,32628.980469,32935.410156,32935.410156,0
2020-07-16,32690.789063,32854.429688,32628.810547,32805.871094,32805.871094,0
2020-07-17,32805.871094,32990.089844,32706.640625,32906.968750,32906.968750,0
2020-07-20,32906.968750,33279.949219,32832.609375,33218.878906,33218.878906,0
2020-07-21,33218.878906,33488.671875,33180.070313,33272.851563,33272.851563,0
2020-07-22,33272.851563,33472.589844,33232.648438,33444.898438,33444.898438,0
2020-07-23,33444.898438,33520.269531,32895.000000,33049.351563,33049.351563,0
2020-07-24,32794.441406,32948.738281,32648.369141,32803.269531,32803.269531,0
2020-07-27,32862.019531,33101.148438,32801.601563,33086.328125,33086.328125,0
2020-07-28,33023.921875,33124.578125,32830.828125,32849.730469,32849.730469,0
2020-07-29,33003.468750,33361.578125,33003.468750,33304.699219,33304.699219,0
2020-07-30,33304.699219,33304.699219,32762.009766,33194.398438,33194.398438,0
2020-07-31,33432.371094,33432.371094,32892.039063,33393.390625,33393.390625,0
2020-08-03,33546.000000,33762.531250,33546.000000,33690.570313,33690.570313,0
2020-08-04,33685.929688,33824.460938,33626.679688,33824.078125,33824.078125,0
2020-08-05,33986.781250,34084.250000,33969.929688,34076.878906,34076.878906,0
2020-08-06,34027.191406,34276.460938,33979.398438,34255.550781,34255.550781,0
2020-08-07,34131.101563,34287.480469,34023.628906,34267.351563,34267.351563,0
2020-08-10,34353.468750,34384.121094,34116.640625,34354.089844,34354.089844,0
2020-08-11,34500.031250,34565.101563,34025.820313,34063.949219,34063.949219,0
2020-08-12,34406.140625,34590.160156,34370.710938,34525.769531,34525.769531,0
2020-08-13,34453.371094,34628.441406,34393.210938,34492.578125,34492.578125,0
2020-08-14,34434.050781,34542.230469,34373.410156,34478.011719,34478.011719,0
2020-08-17,34593.578125,34667.878906,34563.230469,34632.250000,34632.250000,0
2020-08-18,34632.250000,34755.429688,34498.898438,34694.058594,34694.058594,0
2020-08-19,34720.000000,34763.390625,34682.730469,34740.316406,34740.316406,0
